Order_Item_ID,Order_ID,Product_ID,Quantity,Discount,Unit_Price,Cost_Price,Revenue,Cost,Profit,Profit_Margin
ITEM0022709,ORD009041,PROD0186,3,0.15,232.12,145.64,591.91,436.92,154.99,0.2618
ITEM0022710,ORD000354,PROD0090,1,0.1,50.0,39.53,45.0,39.53,5.47,0.1216
ITEM0022711,ORD014629,PROD0032,1,0.2,65.27,42.33,52.22,42.33,9.89,0.1893
ITEM0022712,ORD001980,PROD0049,5,0.0,50.0,36.9,250.0,184.5,65.5,0.262
ITEM0022713,ORD007733,PROD0135,2,0.05,87.37,53.75,166.0,107.5,58.5,0.3524
ITEM0022714,ORD011364,PROD0042,1,0.1,50.0,40.33,45.0,40.33,4.67,0.1038
ITEM0022715,ORD017793,PROD0037,2,0.1,50.0,32.44,90.0,64.88,25.12,0.2791
ITEM0022716,ORD011503,PROD0080,4,0.05,50.0,38.77,190.0,155.08,34.92,0.1838
ITEM0022717,ORD003031,PROD0190,2,0.1,50.0,29.21,90.0,58.42,31.58,0.3509
ITEM0022718,ORD004697,PROD0104,4,0.05,117.75,66.96,447.45,267.84,179.61,0.4014
ITEM0022719,ORD002276,PROD0078,6,0.1,50.0,29.16,270.0,174.96,95.04,0.352
ITEM0022720,ORD019027,PROD0083,1,0.15,140.64,74.78,119.54,74.78,44.76,0.3745
ITEM0022721,ORD010663,PROD0153,3,0.15,79.67,57.03,203.16,171.09,32.07,0.1578
ITEM0022722,ORD013021,PROD0077,1,0.1,62.38,33.13,56.14,33.13,23.01,0.4099
ITEM0022723,ORD018727,PROD0181,1,0.05,90.92,55.75,86.37,55.75,30.62,0.3546
ITEM0022724,ORD003601,PROD0097,1,0.05,50.0,35.85,47.5,35.85,11.65,0.2453
ITEM0022725,ORD013686,PROD0036,1,0.15,72.1,51.47,61.28,51.47,9.81,0.1602
ITEM0022726,ORD017275,PROD0011,1,0.2,50.0,39.39,40.0,39.39,0.61,0.0152
ITEM0022727,ORD015583,PROD0165,2,0.15,50.0,38.09,85.0,76.18,8.82,0.1038
ITEM0022728,ORD018412,PROD0002,2,0.1,56.06,28.74,100.91,57.48,43.43,0.4304
ITEM0022729,ORD002036,PROD0121,3,0.15,176.55,131.7,450.2,395.1,55.1,0.1224
ITEM0022730,ORD003507,PROD0121,3,0.15,176.55,131.7,450.2,395.1,55.1,0.1224
ITEM0022731,ORD002220,PROD0079,1,0.05,50.0,28.66,47.5,28.66,18.84,0.3966
ITEM0022732,ORD001233,PROD0114,2,0.1,110.74,75.02,199.33,150.04,49.29,0.2473
ITEM0022733,ORD001674,PROD0027,1,0.05,55.97,35.48,53.17,35.48,17.69,0.3327
ITEM0022734,ORD006213,PROD0015,2,0.0,102.68,79.73,205.36,159.46,45.9,0.2235
ITEM0022735,ORD005648,PROD0106,1,0.0,87.77,64.35,87.77,64.35,23.42,0.2668
ITEM0022736,ORD008202,PROD0063,4,0.1,61.0,37.51,219.6,150.04,69.56,0.3168
ITEM0022737,ORD005316,PROD0082,2,0.2,632.1,504.74,1011.36,1009.48,1.88,0.0019
ITEM0022738,ORD003096,PROD0056,2,0.05,135.33,86.25,257.13,172.5,84.63,0.3291
ITEM0022739,ORD004811,PROD0156,2,0.1,123.92,95.19,223.06,190.38,32.68,0.1465
ITEM0022740,ORD015735,PROD0127,2,0.1,50.0,27.26,90.0,54.52,35.48,0.3942
ITEM0022741,ORD012522,PROD0180,5,0.15,50.0,27.92,212.5,139.6,72.9,0.3431
ITEM0022742,ORD006162,PROD0064,1,0.05,50.0,35.17,47.5,35.17,12.33,0.2596
ITEM0022743,ORD009349,PROD0161,2,0.1,70.13,57.38,126.23,114.76,11.47,0.0909
ITEM0022744,ORD015113,PROD0007,3,0.0,161.81,120.29,485.43,360.87,124.56,0.2566
ITEM0022745,ORD002582,PROD0147,3,0.05,97.88,77.77,278.96,233.31,45.65,0.1636
ITEM0022746,ORD006880,PROD0102,1,0.1,92.61,56.5,83.35,56.5,26.85,0.3221
ITEM0022747,ORD006666,PROD0137,2,0.2,50.0,31.74,80.0,63.48,16.52,0.2065
ITEM0022748,ORD005844,PROD0103,1,0.2,97.3,56.35,77.84,56.35,21.49,0.2761
ITEM0022749,ORD001901,PROD0032,1,0.1,65.27,42.33,58.74,42.33,16.41,0.2794
ITEM0022750,ORD013618,PROD0190,3,0.1,50.0,29.21,135.0,87.63,47.37,0.3509
ITEM0022751,ORD014103,PROD0155,6,0.2,80.46,51.13,386.21,306.78,79.43,0.2057
ITEM0022752,ORD015817,PROD0198,2,0.1,112.46,92.21,202.43,184.42,18.01,0.089
ITEM0022753,ORD008726,PROD0184,2,0.1,118.93,72.66,214.07,145.32,68.75,0.3212
ITEM0022754,ORD018737,PROD0105,1,0.15,94.39,65.45,80.23,65.45,14.78,0.1842
ITEM0022755,ORD002678,PROD0033,3,0.2,50.0,27.08,120.0,81.24,38.76,0.323
ITEM0022756,ORD015054,PROD0003,1,0.0,117.9,89.08,117.9,89.08,28.82,0.2444
ITEM0022757,ORD012939,PROD0135,3,0.2,87.37,53.75,209.69,161.25,48.44,0.231
ITEM0022758,ORD003195,PROD0054,1,0.2,50.0,25.39,40.0,25.39,14.61,0.3652
ITEM0022759,ORD007343,PROD0186,2,0.15,232.12,145.64,394.6,291.28,103.32,0.2618
ITEM0022760,ORD018218,PROD0025,1,0.25,62.09,45.3,46.57,45.3,1.27,0.0272
ITEM0022761,ORD013661,PROD0182,2,0.05,104.37,64.95,198.3,129.9,68.4,0.3449
ITEM0022762,ORD013205,PROD0152,1,0.05,206.91,163.67,196.56,163.67,32.89,0.1673
ITEM0022763,ORD008336,PROD0163,1,0.15,62.95,44.91,53.51,44.91,8.6,0.1607
ITEM0022764,ORD003615,PROD0081,4,0.0,54.53,33.12,218.12,132.48,85.64,0.3926
ITEM0022765,ORD014366,PROD0166,3,0.05,50.0,25.37,142.5,76.11,66.39,0.4659
ITEM0022766,ORD004890,PROD0142,5,0.15,54.01,31.46,229.54,157.3,72.24,0.3147
ITEM0022767,ORD006187,PROD0094,6,0.1,84.6,54.22,456.84,325.32,131.52,0.2879
ITEM0022768,ORD006718,PROD0186,2,0.15,232.12,145.64,394.6,291.28,103.32,0.2618
ITEM0022769,ORD012337,PROD0144,2,0.0,50.0,26.05,100.0,52.1,47.9,0.479
ITEM0022770,ORD016894,PROD0095,1,0.05,50.0,39.79,47.5,39.79,7.71,0.1623
ITEM0022771,ORD005922,PROD0131,1,0.25,50.0,30.69,37.5,30.69,6.81,0.1816
ITEM0022772,ORD019962,PROD0020,4,0.15,128.34,64.99,436.36,259.96,176.4,0.4042
ITEM0022773,ORD001392,PROD0153,1,0.15,79.67,57.03,67.72,57.03,10.69,0.1578
ITEM0022774,ORD003845,PROD0131,2,0.1,50.0,30.69,90.0,61.38,28.62,0.318
ITEM0022775,ORD005695,PROD0140,3,0.05,182.31,100.15,519.58,300.45,219.13,0.4217
ITEM0022776,ORD016387,PROD0068,4,0.05,50.0,40.85,190.0,163.4,26.6,0.14
ITEM0022777,ORD007051,PROD0021,4,0.0,105.02,61.73,420.08,246.92,173.16,0.4122
ITEM0022778,ORD008047,PROD0072,1,0.2,187.3,137.9,149.84,137.9,11.94,0.0797
ITEM0022779,ORD017354,PROD0199,2,0.1,50.0,27.73,90.0,55.46,34.54,0.3838
ITEM0022780,ORD015415,PROD0051,6,0.0,73.58,45.58,441.48,273.48,168.0,0.3805
ITEM0022781,ORD009152,PROD0126,1,0.1,50.52,33.23,45.47,33.23,12.24,0.2692
ITEM0022782,ORD005066,PROD0043,2,0.0,50.0,29.9,100.0,59.8,40.2,0.402
ITEM0022783,ORD016502,PROD0197,2,0.05,110.11,67.58,209.21,135.16,74.05,0.3539
ITEM0022784,ORD004774,PROD0059,1,0.25,90.74,69.09,68.05,69.09,-1.04,-0.0152
ITEM0022785,ORD000468,PROD0175,3,0.15,54.14,42.82,138.06,128.46,9.6,0.0695
ITEM0022786,ORD004274,PROD0004,3,0.1,88.05,44.87,237.74,134.61,103.12,0.4338
ITEM0022787,ORD011170,PROD0157,2,0.25,328.74,269.33,493.11,538.66,-45.55,-0.0924
ITEM0022788,ORD019882,PROD0178,4,0.15,77.28,51.1,262.75,204.4,58.35,0.2221
ITEM0022789,ORD016494,PROD0055,3,0.1,50.0,32.89,135.0,98.67,36.33,0.2691
ITEM0022790,ORD002223,PROD0001,1,0.1,58.57,35.68,52.71,35.68,17.03,0.3231
ITEM0022791,ORD000750,PROD0036,1,0.05,72.1,51.47,68.49,51.47,17.02,0.2486
ITEM0022792,ORD000820,PROD0197,4,0.15,110.11,67.58,374.37,270.32,104.05,0.2779
ITEM0022793,ORD007556,PROD0112,3,0.05,93.66,64.72,266.93,194.16,72.77,0.2726
ITEM0022794,ORD004359,PROD0139,2,0.25,101.12,67.56,151.68,135.12,16.56,0.1092
ITEM0022795,ORD009676,PROD0087,3,0.1,50.93,25.51,137.51,76.53,60.98,0.4435
ITEM0022796,ORD013601,PROD0038,1,0.1,242.25,132.52,218.02,132.52,85.5,0.3922
ITEM0022797,ORD019580,PROD0066,5,0.1,72.77,37.04,327.46,185.2,142.26,0.4344
ITEM0022798,ORD006638,PROD0026,2,0.05,168.8,134.47,320.72,268.94,51.78,0.1614
ITEM0022799,ORD008098,PROD0077,2,0.1,62.38,33.13,112.28,66.26,46.02,0.4099
ITEM0022800,ORD008688,PROD0070,2,0.0,50.0,30.72,100.0,61.44,38.56,0.3856
ITEM0022801,ORD007239,PROD0127,6,0.0,50.0,27.26,300.0,163.56,136.44,0.4548
ITEM0022802,ORD014751,PROD0107,1,0.05,51.05,30.21,48.5,30.21,18.29,0.3771
ITEM0022803,ORD001931,PROD0055,3,0.0,50.0,32.89,150.0,98.67,51.33,0.3422
ITEM0022804,ORD003639,PROD0112,1,0.05,93.66,64.72,88.98,64.72,24.26,0.2726
ITEM0022805,ORD002294,PROD0010,1,0.1,50.0,33.68,45.0,33.68,11.32,0.2516
ITEM0022806,ORD016831,PROD0014,2,0.05,60.81,40.32,115.54,80.64,34.9,0.3021
ITEM0022807,ORD001966,PROD0045,1,0.05,50.0,33.6,47.5,33.6,13.9,0.2926
ITEM0022808,ORD006264,PROD0134,2,0.1,115.97,84.08,208.75,168.16,40.59,0.1944
ITEM0022809,ORD003167,PROD0143,1,0.2,219.55,139.82,175.64,139.82,35.82,0.2039
ITEM0022810,ORD016044,PROD0188,1,0.0,50.0,32.31,50.0,32.31,17.69,0.3538
ITEM0022811,ORD017058,PROD0178,3,0.25,77.28,51.1,173.88,153.3,20.58,0.1184
ITEM0022812,ORD008461,PROD0119,6,0.15,79.18,43.33,403.82,259.98,143.84,0.3562
ITEM0022813,ORD009049,PROD0014,1,0.0,60.81,40.32,60.81,40.32,20.49,0.337
ITEM0022814,ORD018695,PROD0145,5,0.2,206.36,110.58,825.44,552.9,272.54,0.3302
ITEM0022815,ORD017029,PROD0196,1,0.1,53.91,37.86,48.52,37.86,10.66,0.2197
ITEM0022816,ORD005418,PROD0010,1,0.15,50.0,33.68,42.5,33.68,8.82,0.2075
ITEM0022817,ORD012961,PROD0010,6,0.0,50.0,33.68,300.0,202.08,97.92,0.3264
ITEM0022818,ORD017057,PROD0030,5,0.05,50.0,34.43,237.5,172.15,65.35,0.2752
ITEM0022819,ORD012925,PROD0064,2,0.05,50.0,35.17,95.0,70.34,24.66,0.2596
ITEM0022820,ORD002472,PROD0059,3,0.15,90.74,69.09,231.39,207.27,24.12,0.1042
ITEM0022821,ORD019392,PROD0169,2,0.05,163.46,127.47,310.57,254.94,55.63,0.1791
ITEM0022822,ORD019826,PROD0116,6,0.15,180.36,136.28,919.84,817.68,102.16,0.1111
ITEM0022823,ORD018613,PROD0011,6,0.0,50.0,39.39,300.0,236.34,63.66,0.2122
ITEM0022824,ORD019016,PROD0024,1,0.1,134.86,95.09,121.37,95.09,26.28,0.2166
ITEM0022825,ORD001748,PROD0073,5,0.05,80.71,55.87,383.37,279.35,104.02,0.2713
ITEM0022826,ORD012723,PROD0008,4,0.1,78.39,39.25,282.2,157.0,125.2,0.4437
ITEM0022827,ORD012834,PROD0061,2,0.25,69.3,43.84,103.95,87.68,16.27,0.1565
ITEM0022828,ORD010450,PROD0145,1,0.1,206.36,110.58,185.72,110.58,75.14,0.4046
ITEM0022829,ORD015458,PROD0193,2,0.15,50.0,28.62,85.0,57.24,27.76,0.3266
ITEM0022830,ORD017858,PROD0013,3,0.1,114.05,62.92,307.94,188.76,119.18,0.387
ITEM0022831,ORD017703,PROD0115,1,0.2,50.0,29.87,40.0,29.87,10.13,0.2532
ITEM0022832,ORD018364,PROD0135,3,0.05,87.37,53.75,249.0,161.25,87.75,0.3524
ITEM0022833,ORD004814,PROD0152,1,0.0,206.91,163.67,206.91,163.67,43.24,0.209
ITEM0022834,ORD012043,PROD0194,6,0.0,50.49,38.74,302.94,232.44,70.5,0.2327
ITEM0022835,ORD001904,PROD0019,1,0.2,50.0,26.99,40.0,26.99,13.01,0.3253
ITEM0022836,ORD002701,PROD0081,3,0.1,54.53,33.12,147.23,99.36,47.87,0.3251
ITEM0022837,ORD003928,PROD0117,2,0.0,64.18,38.73,128.36,77.46,50.9,0.3965
ITEM0022838,ORD019989,PROD0109,2,0.05,234.39,153.57,445.34,307.14,138.2,0.3103
ITEM0022839,ORD004774,PROD0001,3,0.1,58.57,35.68,158.14,107.04,51.1,0.3231
ITEM0022840,ORD001058,PROD0037,1,0.0,50.0,32.44,50.0,32.44,17.56,0.3512
ITEM0022841,ORD006566,PROD0065,1,0.0,346.75,236.03,346.75,236.03,110.72,0.3193
ITEM0022842,ORD018828,PROD0051,4,0.1,73.58,45.58,264.89,182.32,82.57,0.3117
ITEM0022843,ORD005448,PROD0013,5,0.25,114.05,62.92,427.69,314.6,113.09,0.2644
ITEM0022844,ORD000252,PROD0191,1,0.1,53.71,31.35,48.34,31.35,16.99,0.3515
ITEM0022845,ORD007572,PROD0053,3,0.1,114.22,88.86,308.39,266.58,41.81,0.1356
ITEM0022846,ORD007528,PROD0151,2,0.0,298.38,204.27,596.76,408.54,188.22,0.3154
ITEM0022847,ORD005736,PROD0044,3,0.05,61.74,36.8,175.96,110.4,65.56,0.3726
ITEM0022848,ORD019338,PROD0111,1,0.05,209.98,139.44,199.48,139.44,60.04,0.301
ITEM0022849,ORD018936,PROD0150,1,0.0,50.0,33.45,50.0,33.45,16.55,0.331
ITEM0022850,ORD015196,PROD0120,1,0.0,50.0,34.57,50.0,34.57,15.43,0.3086
ITEM0022851,ORD004046,PROD0119,2,0.25,79.18,43.33,118.77,86.66,32.11,0.2704
ITEM0022852,ORD005854,PROD0175,3,0.2,54.14,42.82,129.94,128.46,1.48,0.0114
ITEM0022853,ORD016839,PROD0108,2,0.0,50.0,27.71,100.0,55.42,44.58,0.4458
ITEM0022854,ORD004342,PROD0167,4,0.05,50.0,40.87,190.0,163.48,26.52,0.1396
ITEM0022855,ORD002949,PROD0098,2,0.05,50.0,39.15,95.0,78.3,16.7,0.1758
ITEM0022856,ORD013766,PROD0016,6,0.1,96.92,64.28,523.37,385.68,137.69,0.2631
ITEM0022857,ORD004862,PROD0120,1,0.05,50.0,34.57,47.5,34.57,12.93,0.2722
ITEM0022858,ORD001266,PROD0165,2,0.2,50.0,38.09,80.0,76.18,3.82,0.0477
ITEM0022859,ORD005568,PROD0181,4,0.15,90.92,55.75,309.13,223.0,86.13,0.2786
ITEM0022860,ORD011505,PROD0170,2,0.0,153.91,111.94,307.82,223.88,83.94,0.2727
ITEM0022861,ORD016904,PROD0049,1,0.15,50.0,36.9,42.5,36.9,5.6,0.1318
ITEM0022862,ORD007530,PROD0067,1,0.15,67.01,47.53,56.96,47.53,9.43,0.1655
ITEM0022863,ORD000537,PROD0061,1,0.05,69.3,43.84,65.83,43.84,21.99,0.3341
ITEM0022864,ORD012546,PROD0159,3,0.15,93.32,51.69,237.97,155.07,82.9,0.3484
ITEM0022865,ORD000736,PROD0110,1,0.3,60.51,46.69,42.36,46.69,-4.33,-0.1023
ITEM0022866,ORD008087,PROD0072,1,0.15,187.3,137.9,159.21,137.9,21.31,0.1338
ITEM0022867,ORD002146,PROD0051,1,0.1,73.58,45.58,66.22,45.58,20.64,0.3117
ITEM0022868,ORD003822,PROD0138,1,0.2,168.35,131.12,134.68,131.12,3.56,0.0264
ITEM0022869,ORD014417,PROD0175,1,0.1,54.14,42.82,48.73,42.82,5.91,0.1212
ITEM0022870,ORD001513,PROD0087,4,0.0,50.93,25.51,203.72,102.04,101.68,0.4991
ITEM0022871,ORD016513,PROD0059,3,0.15,90.74,69.09,231.39,207.27,24.12,0.1042
ITEM0022872,ORD017690,PROD0037,2,0.1,50.0,32.44,90.0,64.88,25.12,0.2791
ITEM0022873,ORD009141,PROD0049,1,0.0,50.0,36.9,50.0,36.9,13.1,0.262
ITEM0022874,ORD002359,PROD0110,2,0.05,60.51,46.69,114.97,93.38,21.59,0.1878
ITEM0022875,ORD017971,PROD0112,3,0.15,93.66,64.72,238.83,194.16,44.67,0.187
ITEM0022876,ORD003986,PROD0111,1,0.05,209.98,139.44,199.48,139.44,60.04,0.301
ITEM0022877,ORD003252,PROD0006,2,0.2,59.81,39.24,95.7,78.48,17.22,0.1799
ITEM0022878,ORD006190,PROD0046,2,0.1,50.0,37.66,90.0,75.32,14.68,0.1631
ITEM0022879,ORD005547,PROD0048,1,0.25,71.92,45.07,53.94,45.07,8.87,0.1644
ITEM0022880,ORD003725,PROD0168,1,0.15,186.6,96.37,158.61,96.37,62.24,0.3924
ITEM0022881,ORD011202,PROD0173,3,0.05,88.69,47.87,252.77,143.61,109.16,0.4318
ITEM0022882,ORD006898,PROD0029,3,0.1,62.56,50.25,168.91,150.75,18.16,0.1075
ITEM0022883,ORD016000,PROD0146,1,0.2,50.0,38.15,40.0,38.15,1.85,0.0463
ITEM0022884,ORD005468,PROD0035,4,0.05,50.0,25.85,190.0,103.4,86.6,0.4558
ITEM0022885,ORD018657,PROD0079,1,0.15,50.0,28.66,42.5,28.66,13.84,0.3256
ITEM0022886,ORD003954,PROD0144,1,0.1,50.0,26.05,45.0,26.05,18.95,0.4211
ITEM0022887,ORD005719,PROD0071,3,0.05,50.0,28.05,142.5,84.15,58.35,0.4095
ITEM0022888,ORD001321,PROD0147,2,0.1,97.88,77.77,176.18,155.54,20.64,0.1172
ITEM0022889,ORD006872,PROD0096,3,0.05,156.16,78.83,445.06,236.49,208.57,0.4686
ITEM0022890,ORD018670,PROD0054,1,0.0,50.0,25.39,50.0,25.39,24.61,0.4922
ITEM0022891,ORD014707,PROD0143,1,0.0,219.55,139.82,219.55,139.82,79.73,0.3632
ITEM0022892,ORD015322,PROD0099,3,0.0,50.0,32.49,150.0,97.47,52.53,0.3502
ITEM0022893,ORD002607,PROD0008,3,0.05,78.39,39.25,223.41,117.75,105.66,0.4729
ITEM0022894,ORD015079,PROD0067,5,0.0,67.01,47.53,335.05,237.65,97.4,0.2907
ITEM0022895,ORD015565,PROD0073,2,0.05,80.71,55.87,153.35,111.74,41.61,0.2713
ITEM0022896,ORD001758,PROD0067,4,0.1,67.01,47.53,241.24,190.12,51.12,0.2119
ITEM0022897,ORD000857,PROD0053,2,0.05,114.22,88.86,217.02,177.72,39.3,0.1811
ITEM0022898,ORD008550,PROD0151,1,0.2,298.38,204.27,238.7,204.27,34.43,0.1443
ITEM0022899,ORD018753,PROD0012,4,0.0,50.0,32.43,200.0,129.72,70.28,0.3514
ITEM0022900,ORD016745,PROD0179,1,0.05,128.35,98.71,121.93,98.71,23.22,0.1905
ITEM0022901,ORD015105,PROD0169,2,0.2,163.46,127.47,261.54,254.94,6.6,0.0252
ITEM0022902,ORD002548,PROD0139,3,0.15,101.12,67.56,257.86,202.68,55.18,0.214
ITEM0022903,ORD016393,PROD0019,2,0.3,50.0,26.99,70.0,53.98,16.02,0.2289
ITEM0022904,ORD011900,PROD0008,4,0.2,78.39,39.25,250.85,157.0,93.85,0.3741
ITEM0022905,ORD004916,PROD0020,3,0.05,128.34,64.99,365.77,194.97,170.8,0.467
ITEM0022906,ORD014295,PROD0073,2,0.0,80.71,55.87,161.42,111.74,49.68,0.3078
ITEM0022907,ORD008007,PROD0023,4,0.05,92.48,70.69,351.42,282.76,68.66,0.1954
ITEM0022908,ORD007550,PROD0132,1,0.05,50.0,38.76,47.5,38.76,8.74,0.184
ITEM0022909,ORD016602,PROD0169,2,0.05,163.46,127.47,310.57,254.94,55.63,0.1791
ITEM0022910,ORD003354,PROD0192,1,0.15,50.0,26.16,42.5,26.16,16.34,0.3845
ITEM0022911,ORD001937,PROD0161,2,0.0,70.13,57.38,140.26,114.76,25.5,0.1818
ITEM0022912,ORD019336,PROD0051,1,0.1,73.58,45.58,66.22,45.58,20.64,0.3117
ITEM0022913,ORD010437,PROD0168,4,0.15,186.6,96.37,634.44,385.48,248.96,0.3924
ITEM0022914,ORD004045,PROD0116,4,0.2,180.36,136.28,577.15,545.12,32.03,0.0555
ITEM0022915,ORD017126,PROD0041,2,0.1,143.7,71.87,258.66,143.74,114.92,0.4443
ITEM0022916,ORD017145,PROD0031,3,0.1,67.69,40.86,182.76,122.58,60.18,0.3293
ITEM0022917,ORD005107,PROD0133,1,0.1,176.2,117.46,158.58,117.46,41.12,0.2593
ITEM0022918,ORD014081,PROD0162,1,0.1,50.0,27.15,45.0,27.15,17.85,0.3967
ITEM0022919,ORD014673,PROD0001,2,0.2,58.57,35.68,93.71,71.36,22.35,0.2385
ITEM0022920,ORD014513,PROD0115,1,0.1,50.0,29.87,45.0,29.87,15.13,0.3362
ITEM0022921,ORD013801,PROD0042,6,0.2,50.0,40.33,240.0,241.98,-1.98,-0.0082
ITEM0022922,ORD017203,PROD0143,5,0.25,219.55,139.82,823.31,699.1,124.21,0.1509
ITEM0022923,ORD009423,PROD0091,4,0.0,147.87,76.33,591.48,305.32,286.16,0.4838
ITEM0022924,ORD002499,PROD0002,3,0.1,56.06,28.74,151.36,86.22,65.14,0.4304
ITEM0022925,ORD004939,PROD0165,1,0.25,50.0,38.09,37.5,38.09,-0.59,-0.0157
ITEM0022926,ORD018948,PROD0012,1,0.05,50.0,32.43,47.5,32.43,15.07,0.3173
ITEM0022927,ORD001381,PROD0142,3,0.0,54.01,31.46,162.03,94.38,67.65,0.4175
ITEM0022928,ORD014588,PROD0169,2,0.25,163.46,127.47,245.19,254.94,-9.75,-0.0398
ITEM0022929,ORD005878,PROD0182,1,0.2,104.37,64.95,83.5,64.95,18.55,0.2221
ITEM0022930,ORD008086,PROD0004,6,0.2,88.05,44.87,422.64,269.22,153.42,0.363
ITEM0022931,ORD010957,PROD0134,3,0.0,115.97,84.08,347.91,252.24,95.67,0.275
ITEM0022932,ORD004337,PROD0060,2,0.2,50.0,33.91,80.0,67.82,12.18,0.1523
ITEM0022933,ORD006837,PROD0161,1,0.2,70.13,57.38,56.1,57.38,-1.28,-0.0227
ITEM0022934,ORD019691,PROD0170,1,0.05,153.91,111.94,146.21,111.94,34.27,0.2344
ITEM0022935,ORD006160,PROD0045,4,0.05,50.0,33.6,190.0,134.4,55.6,0.2926
ITEM0022936,ORD002333,PROD0135,2,0.1,87.37,53.75,157.27,107.5,49.77,0.3164
ITEM0022937,ORD012542,PROD0025,1,0.15,62.09,45.3,52.78,45.3,7.48,0.1417
ITEM0022938,ORD003350,PROD0022,2,0.1,59.22,31.23,106.6,62.46,44.14,0.414
ITEM0022939,ORD009071,PROD0181,4,0.1,90.92,55.75,327.31,223.0,104.31,0.3187
ITEM0022940,ORD002612,PROD0073,1,0.15,80.71,55.87,68.6,55.87,12.73,0.1856
ITEM0022941,ORD002972,PROD0159,3,0.05,93.32,51.69,265.96,155.07,110.89,0.4169
ITEM0022942,ORD010179,PROD0198,3,0.05,112.46,92.21,320.51,276.63,43.88,0.1369
ITEM0022943,ORD014166,PROD0191,1,0.0,53.71,31.35,53.71,31.35,22.36,0.4163
ITEM0022944,ORD011080,PROD0019,4,0.25,50.0,26.99,150.0,107.96,42.04,0.2803
ITEM0022945,ORD016854,PROD0149,2,0.05,50.0,28.18,95.0,56.36,38.64,0.4067
ITEM0022946,ORD009126,PROD0161,2,0.15,70.13,57.38,119.22,114.76,4.46,0.0374
ITEM0022947,ORD000015,PROD0160,1,0.0,426.79,220.08,426.79,220.08,206.71,0.4843
ITEM0022948,ORD013219,PROD0120,3,0.0,50.0,34.57,150.0,103.71,46.29,0.3086
ITEM0022949,ORD006380,PROD0188,1,0.05,50.0,32.31,47.5,32.31,15.19,0.3198
ITEM0022950,ORD004082,PROD0054,1,0.15,50.0,25.39,42.5,25.39,17.11,0.4026
ITEM0022951,ORD009571,PROD0101,1,0.2,50.0,25.39,40.0,25.39,14.61,0.3652
ITEM0022952,ORD014731,PROD0077,1,0.1,62.38,33.13,56.14,33.13,23.01,0.4099
ITEM0022953,ORD017652,PROD0004,1,0.05,88.05,44.87,83.65,44.87,38.78,0.4636
ITEM0022954,ORD016965,PROD0021,1,0.15,105.02,61.73,89.27,61.73,27.54,0.3085
ITEM0022955,ORD004359,PROD0196,1,0.15,53.91,37.86,45.82,37.86,7.96,0.1738
ITEM0022956,ORD002274,PROD0041,3,0.05,143.7,71.87,409.54,215.61,193.93,0.4735
ITEM0022957,ORD011026,PROD0120,4,0.1,50.0,34.57,180.0,138.28,41.72,0.2318
ITEM0022958,ORD016602,PROD0046,3,0.15,50.0,37.66,127.5,112.98,14.52,0.1139
ITEM0022959,ORD003129,PROD0028,1,0.05,138.76,91.43,131.82,91.43,40.39,0.3064
ITEM0022960,ORD010304,PROD0012,3,0.05,50.0,32.43,142.5,97.29,45.21,0.3173
ITEM0022961,ORD013920,PROD0125,3,0.0,315.84,254.61,947.52,763.83,183.69,0.1939
ITEM0022962,ORD014046,PROD0115,2,0.05,50.0,29.87,95.0,59.74,35.26,0.3712
ITEM0022963,ORD011033,PROD0022,2,0.1,59.22,31.23,106.6,62.46,44.14,0.414
ITEM0022964,ORD004760,PROD0196,3,0.0,53.91,37.86,161.73,113.58,48.15,0.2977
ITEM0022965,ORD011009,PROD0150,3,0.0,50.0,33.45,150.0,100.35,49.65,0.331
ITEM0022966,ORD014198,PROD0107,2,0.05,51.05,30.21,96.99,60.42,36.57,0.3771
ITEM0022967,ORD012745,PROD0169,1,0.15,163.46,127.47,138.94,127.47,11.47,0.0826
ITEM0022968,ORD006462,PROD0039,2,0.05,145.43,104.53,276.32,209.06,67.26,0.2434
ITEM0022969,ORD019960,PROD0158,4,0.25,73.52,40.03,220.56,160.12,60.44,0.274
ITEM0022970,ORD006640,PROD0164,4,0.05,50.0,38.06,190.0,152.24,37.76,0.1987
ITEM0022971,ORD000917,PROD0008,2,0.3,78.39,39.25,109.75,78.5,31.25,0.2847
ITEM0022972,ORD008581,PROD0113,3,0.15,92.79,52.66,236.61,157.98,78.63,0.3323
ITEM0022973,ORD011801,PROD0141,4,0.25,152.83,88.6,458.49,354.4,104.09,0.227
ITEM0022974,ORD005304,PROD0121,5,0.1,176.55,131.7,794.48,658.5,135.98,0.1712
ITEM0022975,ORD018890,PROD0163,1,0.05,62.95,44.91,59.8,44.91,14.89,0.249
ITEM0022976,ORD017982,PROD0103,3,0.05,97.3,56.35,277.3,169.05,108.25,0.3904
ITEM0022977,ORD019937,PROD0200,2,0.15,50.0,30.45,85.0,60.9,24.1,0.2835
ITEM0022978,ORD002550,PROD0049,6,0.05,50.0,36.9,285.0,221.4,63.6,0.2232
ITEM0022979,ORD018947,PROD0130,1,0.25,50.0,27.31,37.5,27.31,10.19,0.2717
ITEM0022980,ORD004131,PROD0054,5,0.1,50.0,25.39,225.0,126.95,98.05,0.4358
ITEM0022981,ORD002105,PROD0125,4,0.2,315.84,254.61,1010.69,1018.44,-7.75,-0.0077
